Title,Video URL,Channel,Channel URL,Timestamp,Year,Month,Weekdays,TimeOfDay,Hour
"FREE YOGA CLASS - Short, Sweet and Sweaty 💦 Power Vinyasa Flow (Full Class)",https://www.youtube.com/watch?v=yRCUfumiqhk,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-05-08 06:15:48+04:00,2023,5,0,Early Morning,6
What is Your Biggest Weakness? (Ace this Interview Question!),https://www.youtube.com/watch?v=6ehslpTtlEo,Jeff Su,https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,2023-05-07 21:08:32+04:00,2023,5,1,After Work Hours,21
Why Are You a Good Fit for this Role - How to Answer,https://www.youtube.com/watch?v=-HfeTdf2gSw,Jeff Su,https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,2023-05-07 21:03:15+04:00,2023,5,1,After Work Hours,21
Why Did You Leave Your Last Job? (explain a layoff),https://www.youtube.com/watch?v=tPlJjtQkpM0,Jeff Su,https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,2023-05-07 21:02:07+04:00,2023,5,1,After Work Hours,21
Tell Me About Yourself - Structure a Strong Answer,https://www.youtube.com/watch?v=es7XtrloDIQ,Jeff Su,https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,2023-05-07 20:51:47+04:00,2023,5,1,After Work Hours,20
Land a Job using ChatGPT: The Definitive Guide!,https://www.youtube.com/watch?v=pmnY5V16GSE,Jeff Su,https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,2023-05-07 20:51:01+04:00,2023,5,1,After Work Hours,20
Write a PERFECT Interview Thank You Email!,https://www.youtube.com/watch?v=gSbV3q_MMbg,Jeff Su,https://www.youtube.com/channel/UCwAnu01qlnVg1Ai2AbtTMaA,2023-05-07 20:45:57+04:00,2023,5,1,After Work Hours,20
How to tell if a career in Data Analytics is right for you...,https://www.youtube.com/watch?v=NOJKAzIH8hA,CareerFoundry,https://www.youtube.com/channel/UCzAF54cHk1ZO82af-8E3qOQ,2023-05-07 20:27:27+04:00,2023,5,1,After Work Hours,20
How To Make Money Online - The 3 Levels,https://www.youtube.com/watch?v=TH0nNn6SmXw,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-05-07 15:02:47+04:00,2023,5,1,Working Hours,15
5 Essential Tips for Long-Lasting Productivity,https://www.youtube.com/watch?v=FbSNfj2S6Pw,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-05-07 14:48:00+04:00,2023,5,1,Working Hours,14
How I Gained 4 Million Subscribers in My Spare Time,https://www.youtube.com/watch?v=gpEzAnz5h2U,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-05-07 14:33:07+04:00,2023,5,1,Working Hours,14
Machine Learning for Everybody – Full Course,https://www.youtube.com/watch?v=i_LwzRVP7bg,freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,2023-05-07 13:52:39+04:00,2023,5,1,Working Hours,13
30 MIN FULL BODY STRENGTH - Workout with Weights (Build Strength At Home),https://www.youtube.com/watch?v=Gg4tWUffXMM,MadFit,https://www.youtube.com/channel/UCpQ34afVgk8cRQBjSJ1xuJQ,2023-05-07 13:05:28+04:00,2023,5,1,Working Hours,13
The Circle of Competence 🔴,https://www.youtube.com/watch?v=ko8tl0657yI,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-05-07 12:56:37+04:00,2023,5,1,Working Hours,12
Why Sex Isn't The Same For Men and Women 👀 #shorts,https://www.youtube.com/watch?v=CZuZmL3Ci5c,Deep Dive with Ali Abdaal,https://www.youtube.com/channel/UChfo46ZNOV-vtehDc25A1Ug,2023-05-07 12:56:15+04:00,2023,5,1,Working Hours,12
15 Minute Vinyasa Flow Yoga Class in the Mountains of Colorado,https://www.youtube.com/watch?v=W15ZATDFV70,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-05-07 06:34:39+04:00,2023,5,1,Early Morning,6
Machine Learning for Everybody – Full Course,https://www.youtube.com/watch?v=i_LwzRVP7bg,freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,2023-05-06 21:41:25+04:00,2023,5,1,After Work Hours,21
SQL Server Performance Essentials – Full Course,https://www.youtube.com/watch?v=HvxmF0FUwrM,freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,2023-05-06 21:39:49+04:00,2023,5,1,After Work Hours,21
Software Engineering Job Interview – Full Mock Interview,https://www.youtube.com/watch?v=1qw5ITr3k9E,freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,2023-05-06 21:05:46+04:00,2023,5,1,After Work Hours,21
Data Science Job Interview – Full Mock Interview,https://www.youtube.com/watch?v=sD468LfeVdc,freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,2023-05-06 19:44:52+04:00,2023,5,1,After Work Hours,19
Scrapy Course – Python Web Scraping for Beginners,https://www.youtube.com/watch?v=mBoX_JCKZTE,freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,2023-05-06 13:08:38+04:00,2023,5,1,Working Hours,13
Machine Learning Foundations Course – Regression Analysis,https://www.youtube.com/watch?v=2IZKK3pJQjg,freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,2023-05-06 13:07:25+04:00,2023,5,1,Working Hours,13
Yoga for Strong + Toned Abs - Yoga Class for Strong Summer-Ready Abs,https://www.youtube.com/watch?v=TalWtHYGVkM,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-05-06 07:14:41+04:00,2023,5,1,Early Morning,7
Executive Communications Are Easy When You Conduct Them This Way,https://www.youtube.com/watch?v=Bc__k3YRMts,Dr. Grace Lee,https://www.youtube.com/channel/UCdXTQ5fllvRWrQWWoBVj1WQ,2023-05-06 07:14:04+04:00,2023,5,1,Early Morning,7
What's in My Travel Backpack (2023),https://www.youtube.com/watch?v=Yf3kYUmMLgw,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-05-05 12:54:57+04:00,2023,5,0,Working Hours,12
Why stupid people think they're smart 👀,https://www.youtube.com/watch?v=M1js7_gglOc,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-05-05 12:20:27+04:00,2023,5,0,Working Hours,12
"FREE YOGA CLASS - Short, Sweet and Sweaty 💦 Power Vinyasa Flow (Full Class)",https://www.youtube.com/watch?v=yRCUfumiqhk,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-05-05 06:25:34+04:00,2023,5,0,Early Morning,6
Advanced Vinyasa Yoga Flow (Free Class),https://www.youtube.com/watch?v=6LeKFE_aB4I,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-05-04 06:09:24+04:00,2023,5,0,Early Morning,6
Why You Stopped Going to the Gym: a Guide to Finally Loving Exercise,https://www.youtube.com/watch?v=Vf576vbmrd4,Elizabeth Filips,https://www.youtube.com/channel/UCUFFHXvzAMRSD8Bq4bJppxQ,2023-05-04 06:08:48+04:00,2023,5,0,Early Morning,6
A Day in the Life of a Data Analyst (2023),https://www.youtube.com/watch?v=uSTtLpstV-o,CareerFoundry,https://www.youtube.com/channel/UCzAF54cHk1ZO82af-8E3qOQ,2023-05-03 09:20:40+04:00,2023,5,0,Working Hours,9
How I'd Learn Data Analytics in 2023 (If I Had to Start Over),https://www.youtube.com/watch?v=f3FnCoKWmBg,CareerFoundry,https://www.youtube.com/channel/UCzAF54cHk1ZO82af-8E3qOQ,2023-05-03 09:11:01+04:00,2023,5,0,Working Hours,9
Data Analytics Trends You Need To Know (2023),https://www.youtube.com/watch?v=Fv0dlGGIKTQ,CareerFoundry,https://www.youtube.com/channel/UCzAF54cHk1ZO82af-8E3qOQ,2023-05-03 09:01:17+04:00,2023,5,0,Working Hours,9
Building Your First Data Analytics Portfolio: A Step by Step Guide (2023),https://www.youtube.com/watch?v=j9Q84_Gn_T0,CareerFoundry,https://www.youtube.com/channel/UCzAF54cHk1ZO82af-8E3qOQ,2023-05-03 08:45:18+04:00,2023,5,0,Early Morning,8
How to Create a Portfolio Website for Data Science👩🏻‍💻 | Stackbit + Netlify,https://www.youtube.com/watch?v=OEVNDRZxgz8,Thu Vu data analytics,https://www.youtube.com/channel/UCJQJAI7IjbLcpsjWdSzYz0Q,2023-05-03 08:25:27+04:00,2023,5,0,Early Morning,8
Network of The Witcher | Relationship Extraction & Network Analysis with Spacy & NetworkX,https://www.youtube.com/watch?v=fAHkJ_Dhr50,Thu Vu data analytics,https://www.youtube.com/channel/UCJQJAI7IjbLcpsjWdSzYz0Q,2023-05-03 08:23:23+04:00,2023,5,0,Early Morning,8
How I come up with Data Project IDEAS 💡,https://www.youtube.com/watch?v=eiZbEcMX3b4,Thu Vu data analytics,https://www.youtube.com/channel/UCJQJAI7IjbLcpsjWdSzYz0Q,2023-05-03 08:16:32+04:00,2023,5,0,Early Morning,8
What I Learned in My Online BSc Computer Science Degree (University of London),https://www.youtube.com/watch?v=O_7f4MGeCKE,Thu Vu data analytics,https://www.youtube.com/channel/UCJQJAI7IjbLcpsjWdSzYz0Q,2023-05-03 08:06:34+04:00,2023,5,0,Early Morning,8
10 MIN STRONG YOGA WORKOUT - flowy stretching & yoga inspired exercises,https://www.youtube.com/watch?v=NCfOoyhTwQw,Pamela Reif,https://www.youtube.com/channel/UChVRfsT_ASBZk10o0An7Ucg,2023-05-03 06:48:56+04:00,2023,5,0,Early Morning,6
"Why Reality, Space & Time Is An ILLUSION! - Evidence We're Living In A SIMULATION | Donald Hoffman",https://www.youtube.com/watch?v=l1BULYFf8qo,Tom Bilyeu,https://www.youtube.com/channel/UCnYMOamNKLGVlJgRUbamveA,2023-05-02 21:33:54+04:00,2023,5,0,After Work Hours,21
Rick Rubin: How to Access Your Creativity | Huberman Lab Podcast,https://www.youtube.com/watch?v=ycOBZZeVeAc,Andrew Huberman,https://www.youtube.com/channel/UC2D2CMWXMOVWx7giW1n3LIg,2023-05-02 15:31:47+04:00,2023,5,0,Working Hours,15
The Science of Making & Breaking Habits | Huberman Lab Podcast #53,https://www.youtube.com/watch?v=Wcs2PFz5q6g,Andrew Huberman,https://www.youtube.com/channel/UC2D2CMWXMOVWx7giW1n3LIg,2023-05-02 13:41:00+04:00,2023,5,0,Working Hours,13
3 TRUTHS! Why You Don't Have Executive Presence,https://www.youtube.com/watch?v=RuNziXun6MA,Kara Ronin,https://www.youtube.com/channel/UCCsjslC4LlSEA2HtxutBhuA,2023-05-02 13:33:35+04:00,2023,5,0,Working Hours,13
15 MIN 90's DANCE PARTY WORKOUT - Full Body/No Equipment,https://www.youtube.com/watch?v=TM9IXoejwC4,MadFit,https://www.youtube.com/channel/UCpQ34afVgk8cRQBjSJ1xuJQ,2023-05-02 13:16:53+04:00,2023,5,0,Working Hours,13
The Science of Gut Health (& Why It Matters),https://www.youtube.com/watch?v=E3QpXj_QOqQ,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-05-02 08:14:44+04:00,2023,5,0,Early Morning,8
The Arrival Fallacy 🏆,https://www.youtube.com/watch?v=POwUgP1rxoo,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-05-02 08:13:14+04:00,2023,5,0,Early Morning,8
John Grisham's Daily Writing Routine ✍️,https://www.youtube.com/watch?v=P5S299Gy03M,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-05-02 08:12:01+04:00,2023,5,0,Early Morning,8
Roadmap for Transitioning to Data Analytics in 2023,https://www.youtube.com/watch?v=N1UMycRJbAw,Thu Vu data analytics,https://www.youtube.com/channel/UCJQJAI7IjbLcpsjWdSzYz0Q,2023-05-02 07:55:54+04:00,2023,5,0,Early Morning,7
How I'd Learn to Become a Data Analyst,https://www.youtube.com/watch?v=aYorBPF05Rw,Thu Vu data analytics,https://www.youtube.com/channel/UCJQJAI7IjbLcpsjWdSzYz0Q,2023-05-02 07:54:56+04:00,2023,5,0,Early Morning,7
YogaStrong Challenge Day 1 - STRONG CORE Yoga Class with Ashton August,https://www.youtube.com/watch?v=AaeftCD70UM,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-05-02 07:35:26+04:00,2023,5,0,Early Morning,7
Ancient Civilizations Season 4 | Official Trailer,https://www.youtube.com/watch?v=AvLUtZ_GofM,,,2023-05-02 07:34:24+04:00,2023,5,0,Early Morning,7
VSA Stroage Dogs OV 16x9 15 US,https://www.youtube.com/watch?v=8t9cKPnRIeA,,,2023-05-02 07:33:54+04:00,2023,5,0,Early Morning,7
Revealing My New AI-Powered Data Science Workflow,https://www.youtube.com/watch?v=th4j9JxWGko,Dave Ebbelaar,https://www.youtube.com/channel/UCn8ujwUInbJkBhffxqAPBVQ,2023-05-01 12:47:11+04:00,2023,5,0,Working Hours,12
6 Lessons I've Learned About Online Dating,https://www.youtube.com/watch?v=Ze4ifhPPAQ8,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-05-01 12:28:53+04:00,2023,5,0,Working Hours,12
What's on my iPhone 14 Pro,https://www.youtube.com/watch?v=dx2XP_Oo6do,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-05-01 12:11:28+04:00,2023,5,0,Working Hours,12
Should You Make Compromises In Relationships?,https://www.youtube.com/watch?v=5zOtQ3PQBag,Deep Dive with Ali Abdaal,https://www.youtube.com/channel/UChfo46ZNOV-vtehDc25A1Ug,2023-05-01 12:08:37+04:00,2023,5,0,Working Hours,12
"FREE YOGA CLASS - Short, Sweet and Sweaty 💦 Power Vinyasa Flow (Full Class)",https://www.youtube.com/watch?v=yRCUfumiqhk,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-05-01 07:30:00+04:00,2023,5,0,Early Morning,7
Positive parenting: Simple bed-time exercise,https://www.youtube.com/watch?v=N0P166K_ptM,,,2023-05-01 07:29:27+04:00,2023,5,0,Early Morning,7
Top 5 VS Code Productivity Tips Marathon,https://www.youtube.com/watch?v=HIqONcVBEm0,Visual Studio Code,https://www.youtube.com/channel/UCs5Y5_7XK8HLDX0SLNwkd3w,2023-05-01 07:29:12+04:00,2023,5,0,Early Morning,7
Seven Kings Must Die | Official Trailer | Netflix,https://www.youtube.com/watch?v=eqCYw_o5lng,Netflix,https://www.youtube.com/channel/UCWOA1ZGywLbqmigxE4Qlvuw,2023-04-30 14:03:49+04:00,2023,4,1,Working Hours,14
This Will Change Data Science as We Know It (ChatGPT),https://www.youtube.com/watch?v=NDaOTA6bTrk,Dave Ebbelaar,https://www.youtube.com/channel/UCn8ujwUInbJkBhffxqAPBVQ,2023-04-30 13:38:26+04:00,2023,4,1,Working Hours,13
Unconventional but Easy Data Science Portfolio Project with ChatGPT,https://www.youtube.com/watch?v=q8kTTr-aAX8,Dave Ebbelaar,https://www.youtube.com/channel/UCn8ujwUInbJkBhffxqAPBVQ,2023-04-30 12:34:59+04:00,2023,4,1,Working Hours,12
Yoga for Men Masterclass | Episode 20,https://www.youtube.com/watch?v=JBbYZi6sPb8,Breathe and Flow,https://www.youtube.com/channel/UCbfPq-uRqonJQli41muSLeQ,2023-04-30 12:30:46+04:00,2023,4,1,Working Hours,12
Tae Bo® Foundation and Energy!,https://www.youtube.com/watch?v=e2DCCogAGJk,Billy Blanks Tae Bo®,https://www.youtube.com/channel/UCMGIp3jifsoufZv_y8_c1Qg,2023-04-30 10:32:30+04:00,2023,4,1,Working Hours,10
"30 MIN BOOTY /LEG WORKOUT (dumbbell, at home)",https://www.youtube.com/watch?v=ccUElj0LB5A,MadFit,https://www.youtube.com/channel/UCpQ34afVgk8cRQBjSJ1xuJQ,2023-04-30 09:58:34+04:00,2023,4,1,Working Hours,9
15 Min Feel Good Yoga Flow | Reconnect To That Which Serves You Greatest,https://www.youtube.com/watch?v=T9JHOtyBHOA,Boho Beautiful Yoga,https://www.youtube.com/channel/UCWN2FPlvg9r-LnUyepH9IaQ,2023-04-30 08:21:48+04:00,2023,4,1,Early Morning,8
15 Minute Vinyasa Flow Yoga Class in the Mountains of Colorado,https://www.youtube.com/watch?v=W15ZATDFV70,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-04-30 08:06:59+04:00,2023,4,1,Early Morning,8
Unconventional but Easy Data Science Portfolio Project with ChatGPT,https://www.youtube.com/watch?v=q8kTTr-aAX8,Dave Ebbelaar,https://www.youtube.com/channel/UCn8ujwUInbJkBhffxqAPBVQ,2023-04-29 13:49:06+04:00,2023,4,1,Working Hours,13
Automate Machine Learning with ChatGPT,https://www.youtube.com/watch?v=OmQiLvnY3WY,Dave Ebbelaar,https://www.youtube.com/channel/UCn8ujwUInbJkBhffxqAPBVQ,2023-04-29 13:48:57+04:00,2023,4,1,Working Hours,13
The Best Way to Organize Your Data Science Projects,https://www.youtube.com/watch?v=MaIfDPuSlw8,Dave Ebbelaar,https://www.youtube.com/channel/UCn8ujwUInbJkBhffxqAPBVQ,2023-04-29 13:48:23+04:00,2023,4,1,Working Hours,13
Build Your Own Auto-GPT Apps with LangChain (Python Tutorial),https://www.youtube.com/watch?v=NYSWn1ipbgg,Dave Ebbelaar,https://www.youtube.com/channel/UCn8ujwUInbJkBhffxqAPBVQ,2023-04-29 13:30:24+04:00,2023,4,1,Working Hours,13
Every Beginner Data Scientist Should Understand This,https://www.youtube.com/watch?v=2TPzr9oWmTI,Dave Ebbelaar,https://www.youtube.com/channel/UCn8ujwUInbJkBhffxqAPBVQ,2023-04-29 13:14:16+04:00,2023,4,1,Working Hours,13
How to Use Git in VS Code for Data Science,https://www.youtube.com/watch?v=jrsIHDGHfRc,Dave Ebbelaar,https://www.youtube.com/channel/UCn8ujwUInbJkBhffxqAPBVQ,2023-04-29 13:05:00+04:00,2023,4,1,Working Hours,13
How to Set up VS Code for Data Science,https://www.youtube.com/watch?v=zulGMYg0v6U,Dave Ebbelaar,https://www.youtube.com/channel/UCn8ujwUInbJkBhffxqAPBVQ,2023-04-29 12:49:41+04:00,2023,4,1,Working Hours,12
Advanced Vinyasa Yoga Flow (Free Class),https://www.youtube.com/watch?v=6LeKFE_aB4I,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-04-29 06:15:49+04:00,2023,4,1,Early Morning,6
"Toddler Learning Videos - Learn at the Playground - Speech Development, Songs and Social Skills",https://www.youtube.com/watch?v=hJw7uWLMeC8,Ms Rachel - Toddler Learning Videos,https://www.youtube.com/channel/UCG2CL6EUjG8TVT1Tpl9nJdg,2023-04-28 18:14:11+04:00,2023,4,0,After Work Hours,18
"Learn To Talk with Ms Rachel - Help Take Care of Dolls - Speech, Baby Sign - Doll turn into baby",https://www.youtube.com/watch?v=8WLKPoOaNiM,Ms Rachel - Toddler Learning Videos,https://www.youtube.com/channel/UCG2CL6EUjG8TVT1Tpl9nJdg,2023-04-28 18:12:19+04:00,2023,4,0,After Work Hours,18
🔴 Super Simple Songs LIVE 🎶 | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=A4FjarquZ9k,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2023-04-28 18:11:07+04:00,2023,4,0,After Work Hours,18
"Learn Farm Animals with Ms Rachel | Animal Sounds, Old MacDonald Had A Farm | Videos for Toddlers",https://www.youtube.com/watch?v=E2_kRmS6y8A,Ms Rachel - Toddler Learning Videos,https://www.youtube.com/channel/UCG2CL6EUjG8TVT1Tpl9nJdg,2023-04-28 18:06:38+04:00,2023,4,0,After Work Hours,18
🔴  Kids Songs & Nursery Rhymes - Wheels on the Bus + More & Toddler Learning Video with Ms Rachel,https://www.youtube.com/watch?v=8ow6FkGSTb8,Ms Rachel - Toddler Learning Videos,https://www.youtube.com/channel/UCG2CL6EUjG8TVT1Tpl9nJdg,2023-04-28 18:04:30+04:00,2023,4,0,After Work Hours,18
How to use Workspaces in Visual Studio Code | Open Multiple Folders and Projects with VSCode,https://www.youtube.com/watch?v=k6mJwIQ6lO8,BoostMyTool,https://www.youtube.com/channel/UCzyi0LvZjdIIF_rwbnZ3u7Q,2023-04-28 16:05:34+04:00,2023,4,0,Working Hours,16
Virtual Environments in Python - Crash Course,https://www.youtube.com/watch?v=IAvAlS0CuxI,NeuralNine,https://www.youtube.com/channel/UC8wZnXYK_CGKlBcZp-GxYPA,2023-04-28 14:16:08+04:00,2023,4,0,Working Hours,14
Set Up Python Virtual Environment In Visual Studio Code (VS Code),https://www.youtube.com/watch?v=z2FSUtflnbY,Jie Jenn,https://www.youtube.com/channel/UCvVZ19DRSLIC2-RUOeWx8ug,2023-04-28 14:10:09+04:00,2023,4,0,Working Hours,14
Python - Setup Visual Studio Code with Anaconda,https://www.youtube.com/watch?v=sts3CFewvkY,Open Source Options,https://www.youtube.com/channel/UCOSeGDrlScCNgBcN5C8nTEw,2023-04-28 13:52:28+04:00,2023,4,0,Working Hours,13
Get started with Jupyter Notebooks in less than 4 minutes,https://www.youtube.com/watch?v=h1sAzPojKMg,Visual Studio Code,https://www.youtube.com/channel/UCs5Y5_7XK8HLDX0SLNwkd3w,2023-04-28 13:51:07+04:00,2023,4,0,Working Hours,13
Jupyter Notebooks in VS Code Walkthrough,https://www.youtube.com/watch?v=DA6ZAHBPF1U,Visual Studio Code,https://www.youtube.com/channel/UCs5Y5_7XK8HLDX0SLNwkd3w,2023-04-28 13:50:16+04:00,2023,4,0,Working Hours,13
How I Manage My Time - The Trident Calendar System,https://www.youtube.com/watch?v=6o2tm00Ar8A,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-04-28 12:27:58+04:00,2023,4,0,Working Hours,12
The Dichotomy of Control 😩,https://www.youtube.com/watch?v=piUicyb_F1A,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-04-28 12:26:34+04:00,2023,4,0,Working Hours,12
The Parable of the Empty Cup 🍶,https://www.youtube.com/watch?v=LtgeCKpsgEc,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-04-28 12:25:27+04:00,2023,4,0,Working Hours,12
How much dopamine do you get from sex?,https://www.youtube.com/watch?v=4mTfkDkIo4s,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-04-28 12:24:20+04:00,2023,4,0,Working Hours,12
How to Improve Your Memory 🧠,https://www.youtube.com/watch?v=usflTKVErcg,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-04-28 12:23:41+04:00,2023,4,0,Working Hours,12
How To Use GitHub with VS Code in 2020 | Fork and Pull Request | Part 4,https://www.youtube.com/watch?v=4ZlK55_44II,Dev World,https://www.youtube.com/channel/UCrm-HTaESqxJXyxMcZFOHng,2023-04-28 08:40:52+04:00,2023,4,0,Early Morning,8
YogaStrong Challenge Day 1 - STRONG CORE Yoga Class with Ashton August,https://www.youtube.com/watch?v=AaeftCD70UM,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-04-28 06:36:57+04:00,2023,4,0,Early Morning,6
Python Crash Course For Beginners,https://www.youtube.com/watch?v=JJmcL1N2KQs,Traversy Media,https://www.youtube.com/channel/UC29ju8bIPH5as8OGnQzwJyA,2023-04-27 20:04:50+04:00,2023,4,0,After Work Hours,20
Using Git with Visual Studio Code (Official Beginner Tutorial),https://www.youtube.com/watch?v=i_23KUAEtUM,Visual Studio Code,https://www.youtube.com/channel/UCs5Y5_7XK8HLDX0SLNwkd3w,2023-04-27 19:03:34+04:00,2023,4,0,After Work Hours,19
Learn Visual Studio Code in 7min (Official Beginner Tutorial),https://www.youtube.com/watch?v=B-s71n0dHUk,Visual Studio Code,https://www.youtube.com/channel/UCs5Y5_7XK8HLDX0SLNwkd3w,2023-04-27 18:52:27+04:00,2023,4,0,After Work Hours,18
Solved Visual studio code github error,https://www.youtube.com/watch?v=mmLuheCkDuM,kunal U,https://www.youtube.com/channel/UCJmAUBHm9XVT-OAGVRJ57_A,2023-04-27 15:36:49+04:00,2023,4,0,Working Hours,15
How To Use GitHub with VS Code in 2020 | Commit & Push | Part 1,https://www.youtube.com/watch?v=3Tn58KQvWtU,Dev World,https://www.youtube.com/channel/UCrm-HTaESqxJXyxMcZFOHng,2023-04-27 14:56:48+04:00,2023,4,0,Working Hours,14
